id,base_instance_id,campus,size,crew_q,n_wos,window_bh,n_technicians,n_technicians_base,u_realized,u_realized_base,u_shift,method,seed,feasible,wwt,makespan,mean_flow,breach_share,wall_seconds
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,lpt,301,1,0.0,24.8247,2.7211339999999997,0.0,0.0003320140531286597
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,random,301,1,0.0,24.8247,2.6740893333333333,0.0,0.00030946393962949514
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl301,301,1,0.0,24.8247,2.7211339999999997,0.0,0.027251320076175034
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl302,302,1,0.0,24.8247,2.7211339999999997,0.0,0.026671283994801342
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl303,303,1,0.0,24.8247,2.7211339999999997,0.0,0.02653242088854313
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl304,304,1,0.0,24.8247,2.6479413333333337,0.0,0.027216612943448126
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl305,305,1,0.0,24.8247,2.7211339999999997,0.0,0.027417750912718475
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl306,306,1,0.0,24.8247,2.7211339999999997,0.0,0.02710420696530491
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl307,307,1,0.0,24.8247,2.641274666666667,0.0,0.027007595053873956
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl308,308,1,0.0,24.8247,2.7211339999999997,0.0,0.026873735012486577
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl309,309,1,0.0,24.8247,2.7211339999999997,0.0,0.027203863952308893
c01_final_150_0003_q90,c01_final_150_0003,1,150,0.9,150,8.2836,80,94,0.451193,0.383994,0.067199,v2rl310,310,1,0.0,24.8247,2.7211339999999997,0.0,0.027087045018561184
c01_final_150_0004_q75,c01_final_150_0004,1,150,0.75,150,1.0,60,94,4.716667,3.010638,1.706029,edd,301,1,0.0,32.0,4.248948,0.0,0.00078773801214993
