scope,level,regime,n_configs,n_clusters,mean_v2,mean_vis,mean_diff,pct_of_v2,ci_lo,ci_hi,pct_ci_lo,pct_ci_hi,margin,wilcoxon_p,verdict
gen|ALL,full,vis-gen,540,540,2672.7300940000005,3351.353111148148,678.6230171481479,25.390630302385773,560.036986808333,804.1014249685178,20.95374269424202,30.085395707319698,26.727300940000006,8.95949313630625e-61,worse
gen|u=0.7,full,vis-gen,180,180,1996.140111555556,2007.4164393333333,11.276327777777793,0.5649066271700914,7.51466835000002,15.528106716666644,0.37645996423287015,0.7779066522823326,19.96140111555556,6.710386177258786e-14,equivalent
gen|u=0.9,full,vis-gen,180,180,2493.2604200000005,2894.545769333333,401.28534933333316,16.09480285791137,316.4419299666666,492.7181862888886,12.691892408361678,19.762002490252844,24.932604200000007,7.661509437523165e-24,worse
gen|u=1.1,full,vis-gen,180,180,3528.789750444444,5152.097124777776,1623.3073743333325,46.0018161787304,1320.39491801111,1927.604877952777,37.41778375560088,54.6250985259181,35.287897504444445,1.2644519506366651e-26,worse
gen|pm=0.2|u=0.7,full,vis-gen,60,60,3216.9716913333336,3239.830067333334,22.85837600000002,0.7105557086990076,13.967323200000049,32.639189349999995,0.4341761302292042,1.0145936141723422,32.16971691333334,2.0442043035317724e-07,inconclusive
gen|pm=0.2|u=0.9,full,vis-gen,60,60,3999.920787000001,4673.771464666667,673.8506776666667,16.846600559109188,479.4107019249999,879.5495508583332,11.985504900074906,21.989174228572868,39.99920787000001,1.245192975865562e-09,worse
gen|pm=0.2|u=1.1,full,vis-gen,60,60,6206.106205999999,9054.164170333333,2848.057964333333,45.89122180313093,2205.5329386999997,3501.218677466666,35.538111425932634,56.41570674510411,62.06106205999999,3.732561687950067e-10,worse
gen|pm=0.5|u=0.7,full,vis-gen,60,60,2015.8419360000003,2023.5252013333334,7.683265333333359,0.381144235374879,3.055118833333397,14.028470749999979,0.1515554755942629,0.6959112467833876,20.158419360000003,4.836047503573135e-06,equivalent
gen|pm=0.5|u=0.9,full,vis-gen,60,60,2487.540282,2814.1052133333333,326.56493133333316,13.128025853345083,209.74323088333313,452.2372369833331,8.431752136881904,18.180097032227,24.87540282,4.2956093773375736e-09,worse
gen|pm=0.5|u=1.1,full,vis-gen,60,60,3099.53395,4312.012515333333,1212.4785653333327,39.11809274853507,791.1896014249998,1665.266072474999,25.526082765604155,53.72633755068238,30.9953395,7.031291491175325e-10,worse
gen|pm=0.8|u=0.7,full,vis-gen,60,60,755.6067073333332,758.8940493333333,3.2873419999999975,0.435059928411911,0.30065626666664225,6.893655666666679,0.039790047355152555,0.9123338371354036,7.556067073333333,0.004462787747516224,equivalent
gen|pm=0.8|u=0.9,full,vis-gen,60,60,992.3201910000001,1195.76063,203.4404389999999,20.501491438462516,118.03846383333331,299.5336490916665,11.895199241525189,30.185181336461035,9.923201910000001,5.480991374630146e-08,worse
gen|pm=0.8|u=1.1,full,vis-gen,60,60,1280.7290953333331,2090.114688666666,809.3855933333325,63.19725196238125,498.55218530833275,1143.764656249999,38.927216311781805,89.30574470569933,12.807290953333332,1.1548334686261787e-09,worse
emp|ALL,full,vis-empirical,540,180,447.52578411111114,448.9219643703704,1.3961802592592527,0.31197761309605593,0.6060059916666639,2.399099105555543,0.1354125311171357,0.5360806440059547,4.4752578411111115,5.239840784951497e-12,equivalent
emp|m=1.0,full,vis-empirical,180,180,444.76927444444453,445.0124986666666,0.24322422222222023,0.05468548215836816,0.05385338333333263,0.5024730722222203,0.012108161788064202,0.11297387231837289,4.447692744444446,0.010834313539009576,equivalent
emp|m=0.8,full,vis-empirical,180,180,446.48986288888887,447.19128333333333,0.7014204444444401,0.15709661131074593,0.29948123333332766,1.2022964777777732,0.06707458740398212,0.2692774411492004,4.464898628888888,0.00019835394221852024,equivalent
emp|m=0.6,full,vis-empirical,180,180,451.31821500000007,454.5621111111112,3.243896111111098,0.718760290034183,1.3654191583333264,5.763922933333315,0.30254022836931727,1.277130579215225,4.5131821500000004,2.3417002350818948e-07,inconclusive
