check,arm,stratum,method,family,rank,n_rows,coverage,mean,best_method,mean_best,pct_from_best,abs_from_best,n_tied_with_best,n_configs,n_clusters,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,verdict,in_equivalence_set
pmodel,sum,verdict,wspt,processing,17,180,1.0,446.6459477777778,v2rl302,444.68101666666666,0.441874295835759,1.9649311111111274,1,180,180,1.9649311111111145,0.8907340555555577,3.3120528888888994,4.446810166666667,1.7564851371585654e-05,equivalent,1
pmodel,sum,campus1,atc,weighted,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,edd,duedate,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,lpt,processing,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,pfifo,duedate,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl301,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl302,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl303,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl304,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl305,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl306,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
