scope_type,scope,method,reference,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict
emp_m,m=0.6,v2rl310,edd,policy-vs-rule,180,180,451.7136088888889,450.37308222222225,-1.3405266666666587,-2.59313422222222,-0.2812822499999942,4.517136088888889,0.003940289016585944,0.1260892485307502,equivalent
emp_m,m=0.6,v2rl305,edd,policy-vs-rule,180,180,451.7136088888889,450.53495888888887,-1.1786500000000015,-3.249903055555565,1.1260433055555266,4.517136088888889,0.019136708854110035,0.45928101249864084,equivalent
emp_m,m=0.6,v2rl304,edd,policy-vs-rule,180,180,451.7136088888889,450.5671966666667,-1.1464122222222122,-2.5204627777777864,0.013734138888900101,4.517136088888889,0.032427612126453696,0.6162873437021006,equivalent
emp_m,m=0.6,v2at302,edd,policy-vs-rule,180,180,451.7136088888889,450.73348,-0.980128888888892,-2.9547180277777896,1.2725777777777645,4.517136088888889,0.014339678173575664,0.3871713106865429,equivalent
emp_m,m=0.6,v2rl308,edd,policy-vs-rule,180,180,451.7136088888889,450.9750855555555,-0.7385233333333421,-1.6921184722222282,0.16580166666665874,4.517136088888889,0.11241357383313315,1.0,equivalent
emp_m,m=0.6,rollcp2,edd,optimizer-vs-rule,48,48,510.69773333333325,510.04646249999996,-0.6512708333333269,-1.9964078124999853,0.3929163541666664,5.106977333333332,0.17021959595917513,0.5106587878775254,equivalent
emp_m,m=0.6,v2rl307,edd,policy-vs-rule,180,180,451.7136088888889,451.133908888889,-0.5797000000000025,-2.8142856944444476,1.86234577777775,4.517136088888889,0.030814367185105027,0.6162873437021006,equivalent
emp_m,m=0.6,rl302,edd,policy-vs-rule,180,180,451.7136088888889,451.1882166666667,-0.5253922222222258,-2.3763795555555625,1.4359206111111062,4.517136088888889,0.026398980713274567,0.5807775756920405,equivalent
emp_m,m=0.6,v2at310,edd,policy-vs-rule,180,180,451.7136088888889,451.2267455555555,-0.4868633333333326,-1.6403456111111052,0.6638677500000061,4.517136088888889,0.24881125102715607,1.0,equivalent
emp_m,m=0.6,v2rl301,edd,policy-vs-rule,180,180,451.7136088888889,451.6493433333334,-0.06426555555555764,-2.4916477777777737,2.828554888888872,4.517136088888889,0.048674875673469,0.827472886448973,equivalent
