scope_type,scope,method,family,n_configs,n_clusters,mean,mean_method,mean_edd,mean_diff_vs_edd,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict,in_set_vs_edd,in_equivalence_set,membership,best_method,pct_from_best
emp_m,m=0.6,rl303,policy-vs-rule,180,180,451.66047777777777,451.66047777777777,451.7136088888889,-0.053131111111101526,-1.9991615277777763,2.239734194444448,4.517136088888889,0.26513225086229597,0.9952450041086243,equivalent,1,1,in both,rl301,0.4209503819263562
emp_m,m=0.6,pfifo,rule-vs-rule,180,180,451.7136088888889,451.7136088888889,451.7136088888889,0.0,0.0,0.0,4.517136088888889,1.0,1.0,equivalent,1,1,in both,rl301,0.4327634072742486
emp_m,m=0.6,edd,rule-vs-rule,180,180,451.7136088888889,451.7136088888889,451.7136088888889,0.0,0.0,0.0,4.517136088888889,1.0,1.0,equivalent,1,1,in both,rl301,0.4327634072742486
emp_m,m=0.6,v2rl309,policy-vs-rule,180,180,453.44436777777776,453.4443677777777,451.7136088888889,1.7307588888888956,0.1752413611111068,3.735110722222236,4.517136088888889,0.07155485678840796,0.4293291407304478,equivalent,1,0,joins,rl301,0.8175755860137329
emp_m,m=0.6,v2rl306,policy-vs-rule,180,180,453.91020555555554,453.91020555555554,451.7136088888889,2.1965966666666636,-0.9945493888888883,6.416387249999979,4.517136088888889,0.25281290101640796,0.9952450041086243,inconclusive,0,0,out of both,rl301,0.9211486783471856
emp_m,m=0.6,v2at309,policy-vs-rule,180,180,454.16026777777785,454.16026777777773,451.7136088888889,2.4466588888888947,0.8800269722222274,4.280691944444473,4.517136088888889,0.0032159320975066147,0.051454913560105835,equivalent,1,0,joins,rl301,0.9767468261721456
emp_m,m=0.6,v2at308,policy-vs-rule,180,180,454.7867177777778,454.7867177777777,451.7136088888889,3.073108888888886,0.25704147222222046,6.223868888888884,4.517136088888889,0.00662912155778059,0.09280770180892826,inconclusive,0,0,out of both,rl301,1.1160299989577602
emp_m,m=0.6,v2at306,policy-vs-rule,180,180,455.0103877777778,455.0103877777778,451.7136088888889,3.2967788888888867,1.3487141666666649,5.617865999999999,4.517136088888889,0.0003759604749680436,0.007143249024392829,inconclusive,0,0,out of both,rl301,1.1657601725661175
emp_m,m=0.6,wmdd,rule-vs-rule,180,180,455.0836822222222,455.0836822222222,451.7136088888889,3.3700733333333304,1.6959803611111073,5.341586583333323,4.517136088888889,1.821529714896801e-05,5.464589144690403e-05,inconclusive,0,0,out of both,rl301,1.1820562580793674
emp_m,m=0.6,v2at307,policy-vs-rule,180,180,455.9593411111112,455.959341111111,451.7136088888889,4.24573222222222,1.1857433333333323,7.517520166666662,4.517136088888889,0.00012622926971487844,0.0026508146640124475,inconclusive,0,0,out of both,rl301,1.3767478508998372
emp_m,m=0.6,atc,rule-vs-rule,180,180,456.4405411111112,456.44054111111114,451.7136088888889,4.726932222222232,1.8405593333333345,8.070829722222243,4.517136088888889,0.00011890609974290849,0.00023781219948581698,inconclusive,0,0,out of both,rl301,1.4837365375379414
emp_m,m=0.6,v2at304,policy-vs-rule,180,180,456.7358433333334,456.7358433333334,451.7136088888889,5.0222344444444555,2.3448164166666916,8.15314372222222,4.517136088888889,0.00016891209875471262,0.0033782419750942524,inconclusive,0,0,out of both,rl301,1.5493932227350948
emp_m,m=0.6,v2at303,policy-vs-rule,180,180,457.7853388888889,457.78533888888893,451.7136088888889,6.07173,2.2667003055555526,10.374058999999994,4.517136088888889,1.166196997404656e-05,0.0002682253094030709,inconclusive,0,0,out of both,rl301,1.7827351826715363
emp_m,m=0.6,v2at305,policy-vs-rule,180,180,458.3245488888889,458.3245488888889,451.7136088888889,6.6109399999999985,0.29017952777778455,15.501686694444432,4.517136088888889,0.9090071978307225,0.9952450041086243,inconclusive,0,0,out of both,rl301,1.9026216534157767
emp_m,m=0.6,v2at301,policy-vs-rule,180,180,460.80076,460.80076,451.7136088888889,9.087151111111107,2.603558027777778,17.5844640555555,4.517136088888889,5.7915441569540844e-05,0.0012741397145298987,inconclusive,0,0,out of both,rl301,2.4531756322529747
emp_m,m=0.6,wspt,rule-vs-rule,180,180,463.7768022222222,463.7768022222222,451.7136088888889,12.063193333333338,6.457269861111109,18.99051905555556,4.517136088888889,1.3715752508367479e-09,8.229451505020487e-09,worse,0,0,out of both,rl301,3.114860687812194
